user_id,email,channel,country,signup_date
65,user65@example.com,organic,UK,2023-02-02 00:00:00
66,user66@example.com,paid,UK,2023-02-02 12:00:00
67,user67@example.com,organic,DE,2023-02-03 00:00:00
68,user68@example.com,referral,DE,2023-02-03 12:00:00
69,user69@example.com,organic,UK,2023-02-04 00:00:00
70,user70@example.com,social,FR,2023-02-04 12:00:00
71,user71@example.com,referral,US,2023-02-05 00:00:00
72,user72@example.com,organic,FR,2023-02-05 12:00:00
73,user73@example.com,organic,KG,2023-02-06 00:00:00
74,user74@example.com,referral,DE,2023-02-06 12:00:00
75,user75@example.com,referral,US,2023-02-07 00:00:00
76,user76@example.com,referral,US,2023-02-07 12:00:00
77,user77@example.com,referral,KG,2023-02-08 00:00:00
78,user78@example.com,organic,KG,2023-02-08 12:00:00
79,user79@example.com,organic,UK,2023-02-09 00:00:00
80,user80@example.com,organic,DE,2023-02-09 12:00:00
81,user81@example.com,referral,DE,2023-02-10 00:00:00
82,user82@example.com,paid,FR,2023-02-10 12:00:00
83,user83@example.com,organic,UK,2023-02-11 00:00:00
84,user84@example.com,organic,UK,2023-02-11 12:00:00
85,user85@example.com,organic,UK,2023-02-12 00:00:00
86,user86@example.com,organic,UK,2023-02-12 12:00:00
87,user87@example.com,referral,DE,2023-02-13 00:00:00
88,user88@example.com,paid,DE,2023-02-13 12:00:00
89,user89@example.com,referral,UK,2023-02-14 00:00:00
90,user90@example.com,paid,FR,2023-02-14 12:00:00
91,user91@example.com,organic,US,2023-02-15 00:00:00
92,user92@example.com,referral,US,2023-02-15 12:00:00
93,user93@example.com,referral,FR,2023-02-16 00:00:00
94,user94@example.com,paid,UK,2023-02-16 12:00:00
95,user95@example.com,referral,DE,2023-02-17 00:00:00
96,user96@example.com,paid,US,2023-02-17 12:00:00
97,user97@example.com,paid,KG,2023-02-18 00:00:00
98,user98@example.com,paid,KG,2023-02-18 12:00:00
99,user99@example.com,organic,FR,2023-02-19 00:00:00
100,user100@example.com,organic,UK,2023-02-19 12:00:00
101,user101@example.com,organic,US,2023-02-20 00:00:00
102,user102@example.com,paid,UK,2023-02-20 12:00:00
103,user103@example.com,organic,US,2023-02-21 00:00:00
104,user104@example.com,paid,FR,2023-02-21 12:00:00
105,user105@example.com,social,FR,2023-02-22 00:00:00
106,user106@example.com,organic,KG,2023-02-22 12:00:00
107,user107@example.com,paid,UK,2023-02-23 00:00:00
108,user108@example.com,referral,KG,2023-02-23 12:00:00
109,user109@example.com,organic,UK,2023-02-24 00:00:00
110,user110@example.com,organic,KG,2023-02-24 12:00:00
111,user111@example.com,organic,DE,2023-02-25 00:00:00
112,user112@example.com,organic,DE,2023-02-25 12:00:00
113,user113@example.com,social,DE,2023-02-26 00:00:00
114,user114@example.com,referral,DE,2023-02-26 12:00:00
115,user115@example.com,paid,US,2023-02-27 00:00:00
116,user116@example.com,referral,DE,2023-02-27 12:00:00
117,user117@example.com,referral,FR,2023-02-28 00:00:00
118,user118@example.com,organic,FR,2023-02-28 12:00:00
119,user119@example.com,referral,US,2023-03-01 00:00:00
120,user120@example.com,paid,DE,2023-03-01 12:00:00
121,user121@example.com,referral,DE,2023-03-02 00:00:00
122,user122@example.com,referral,DE,2023-03-02 12:00:00
123,user123@example.com,organic,KG,2023-03-03 00:00:00
124,user124@example.com,organic,UK,2023-03-03 12:00:00
125,user125@example.com,organic,KG,2023-03-04 00:00:00
126,user126@example.com,paid,UK,2023-03-04 12:00:00
127,user127@example.com,referral,DE,2023-03-05 00:00:00
128,user128@example.com,referral,DE,2023-03-05 12:00:00
129,user129@example.com,organic,KG,2023-03-06 00:00:00
130,user130@example.com,paid,KG,2023-03-06 12:00:00
131,user131@example.com,paid,UK,2023-03-07 00:00:00
132,user132@example.com,organic,FR,2023-03-07 12:00:00
133,user133@example.com,organic,UK,2023-03-08 00:00:00
134,user134@example.com,organic,KG,2023-03-08 12:00:00
135,user135@example.com,social,KG,2023-03-09 00:00:00
136,user136@example.com,organic,US,2023-03-09 12:00:00
137,user137@example.com,paid,KG,2023-03-10 00:00:00
138,user138@example.com,referral,US,2023-03-10 12:00:00
139,user139@example.com,organic,FR,2023-03-11 00:00:00
140,user140@example.com,social,UK,2023-03-11 12:00:00
141,user141@example.com,social,UK,2023-03-12 00:00:00
142,user142@example.com,organic,US,2023-03-12 12:00:00
143,user143@example.com,paid,UK,2023-03-13 00:00:00
144,user144@example.com,organic,KG,2023-03-13 12:00:00
145,user145@example.com,organic,DE,2023-03-14 00:00:00
146,user146@example.com,organic,US,2023-03-14 12:00:00
147,user147@example.com,paid,UK,2023-03-15 00:00:00
148,user148@example.com,paid,US,2023-03-15 12:00:00
149,user149@example.com,organic,US,2023-03-16 00:00:00
150,user150@example.com,organic,DE,2023-03-16 12:00:00
151,user151@example.com,social,KG,2023-03-17 00:00:00
152,user152@example.com,organic,US,2023-03-17 12:00:00
153,user153@example.com,organic,UK,2023-03-18 00:00:00
154,user154@example.com,paid,FR,2023-03-18 12:00:00
155,user155@example.com,social,US,2023-03-19 00:00:00
156,user156@example.com,organic,US,2023-03-19 12:00:00
157,user157@example.com,paid,DE,2023-03-20 00:00:00
158,user158@example.com,referral,KG,2023-03-20 12:00:00
159,user159@example.com,organic,FR,2023-03-21 00:00:00
160,user160@example.com,referral,UK,2023-03-21 12:00:00
161,user161@example.com,organic,FR,2023-03-22 00:00:00
162,user162@example.com,paid,UK,2023-03-22 12:00:00
163,user163@example.com,paid,KG,2023-03-23 00:00:00
164,user164@example.com,paid,UK,2023-03-23 12:00:00
165,user165@example.com,organic,DE,2023-03-24 00:00:00
166,user166@example.com,referral,DE,2023-03-24 12:00:00
167,user167@example.com,organic,DE,2023-03-25 00:00:00
168,user168@example.com,organic,DE,2023-03-25 12:00:00
169,user169@example.com,organic,FR,2023-03-26 00:00:00
170,user170@example.com,paid,KG,2023-03-26 12:00:00
171,user171@example.com,paid,UK,2023-03-27 00:00:00
172,user172@example.com,organic,UK,2023-03-27 12:00:00
173,user173@example.com,paid,DE,2023-03-28 00:00:00
174,user174@example.com,organic,DE,2023-03-28 12:00:00
175,user175@example.com,paid,US,2023-03-29 00:00:00
176,user176@example.com,organic,KG,2023-03-29 12:00:00
177,user177@example.com,paid,FR,2023-03-30 00:00:00
178,user178@example.com,organic,UK,2023-03-30 12:00:00
179,user179@example.com,social,US,2023-03-31 00:00:00
180,user180@example.com,organic,US,2023-03-31 12:00:00
181,user181@example.com,organic,UK,2023-04-01 00:00:00
182,user182@example.com,organic,FR,2023-04-01 12:00:00
183,user183@example.com,social,US,2023-04-02 00:00:00
184,user184@example.com,referral,US,2023-04-02 12:00:00
185,user185@example.com,organic,KG,2023-04-03 00:00:00
186,user186@example.com,paid,FR,2023-04-03 12:00:00
187,user187@example.com,referral,US,2023-04-04 00:00:00
188,user188@example.com,paid,FR,2023-04-04 12:00:00
189,user189@example.com,paid,UK,2023-04-05 00:00:00
190,user190@example.com,organic,DE,2023-04-05 12:00:00
191,user191@example.com,organic,US,2023-04-06 00:00:00
192,user192@example.com,referral,KG,2023-04-06 12:00:00
193,user193@example.com,social,UK,2023-04-07 00:00:00
194,user194@example.com,paid,FR,2023-04-07 12:00:00
195,user195@example.com,organic,UK,2023-04-08 00:00:00
196,user196@example.com,organic,US,2023-04-08 12:00:00
197,user197@example.com,referral,FR,2023-04-09 00:00:00
198,user198@example.com,referral,DE,2023-04-09 12:00:00
199,user199@example.com,referral,UK,2023-04-10 00:00:00
200,user200@example.com,referral,US,2023-04-10 12:00:00
201,user201@example.com,paid,KG,2023-04-11 00:00:00
202,user202@example.com,organic,FR,2023-04-11 12:00:00
203,user203@example.com,organic,UK,2023-04-12 00:00:00
204,user204@example.com,referral,UK,2023-04-12 12:00:00
205,user205@example.com,paid,DE,2023-04-13 00:00:00
206,user206@example.com,organic,DE,2023-04-13 12:00:00
207,user207@example.com,organic,KG,2023-04-14 00:00:00
208,user208@example.com,paid,KG,2023-04-14 12:00:00
209,user209@example.com,organic,US,2023-04-15 00:00:00
210,user210@example.com,organic,US,2023-04-15 12:00:00
211,user211@example.com,paid,KG,2023-04-16 00:00:00
212,user212@example.com,paid,KG,2023-04-16 12:00:00
213,user213@example.com,paid,FR,2023-04-17 00:00:00
214,user214@example.com,organic,DE,2023-04-17 12:00:00
215,user215@example.com,referral,US,2023-04-18 00:00:00
216,user216@example.com,organic,DE,2023-04-18 12:00:00
217,user217@example.com,organic,DE,2023-04-19 00:00:00
218,user218@example.com,referral,KG,2023-04-19 12:00:00
219,user219@example.com,paid,FR,2023-04-20 00:00:00
220,user220@example.com,referral,UK,2023-04-20 12:00:00
221,user221@example.com,paid,FR,2023-04-21 00:00:00
222,user222@example.com,paid,FR,2023-04-21 12:00:00
223,user223@example.com,organic,DE,2023-04-22 00:00:00
224,user224@example.com,organic,FR,2023-04-22 12:00:00
225,user225@example.com,organic,US,2023-04-23 00:00:00
226,user226@example.com,organic,DE,2023-04-23 12:00:00
227,user227@example.com,social,US,2023-04-24 00:00:00
228,user228@example.com,organic,UK,2023-04-24 12:00:00
229,user229@example.com,referral,DE,2023-04-25 00:00:00
230,user230@example.com,paid,UK,2023-04-25 12:00:00
231,user231@example.com,referral,DE,2023-04-26 00:00:00
232,user232@example.com,paid,KG,2023-04-26 12:00:00
233,user233@example.com,paid,FR,2023-04-27 00:00:00
234,user234@example.com,paid,KG,2023-04-27 12:00:00
235,user235@example.com,organic,UK,2023-04-28 00:00:00
236,user236@example.com,referral,FR,2023-04-28 12:00:00
237,user237@example.com,organic,DE,2023-04-29 00:00:00
238,user238@example.com,organic,FR,2023-04-29 12:00:00
239,user239@example.com,paid,US,2023-04-30 00:00:00
240,user240@example.com,organic,FR,2023-04-30 12:00:00
241,user241@example.com,social,US,2023-05-01 00:00:00
242,user242@example.com,social,FR,2023-05-01 12:00:00
243,user243@example.com,social,US,2023-05-02 00:00:00
244,user244@example.com,organic,UK,2023-05-02 12:00:00
245,user245@example.com,organic,KG,2023-05-03 00:00:00
246,user246@example.com,social,DE,2023-05-03 12:00:00
247,user247@example.com,paid,FR,2023-05-04 00:00:00
248,user248@example.com,social,KG,2023-05-04 12:00:00
249,user249@example.com,social,DE,2023-05-05 00:00:00
250,user250@example.com,referral,DE,2023-05-05 12:00:00
251,user251@example.com,organic,US,2023-05-06 00:00:00
252,user252@example.com,organic,UK,2023-05-06 12:00:00
253,user253@example.com,referral,UK,2023-05-07 00:00:00
254,user254@example.com,organic,KG,2023-05-07 12:00:00
255,user255@example.com,organic,UK,2023-05-08 00:00:00
256,user256@example.com,paid,FR,2023-05-08 12:00:00
257,user257@example.com,social,UK,2023-05-09 00:00:00
258,user258@example.com,paid,KG,2023-05-09 12:00:00
259,user259@example.com,paid,UK,2023-05-10 00:00:00
260,user260@example.com,organic,FR,2023-05-10 12:00:00
261,user261@example.com,paid,US,2023-05-11 00:00:00
262,user262@example.com,social,KG,2023-05-11 12:00:00
263,user263@example.com,organic,US,2023-05-12 00:00:00
264,user264@example.com,paid,US,2023-05-12 12:00:00
265,user265@example.com,referral,US,2023-05-13 00:00:00
266,user266@example.com,referral,DE,2023-05-13 12:00:00
267,user267@example.com,paid,DE,2023-05-14 00:00:00
268,user268@example.com,referral,US,2023-05-14 12:00:00
269,user269@example.com,organic,KG,2023-05-15 00:00:00
270,user270@example.com,organic,FR,2023-05-15 12:00:00
271,user271@example.com,referral,FR,2023-05-16 00:00:00
272,user272@example.com,referral,UK,2023-05-16 12:00:00
273,user273@example.com,referral,KG,2023-05-17 00:00:00
274,user274@example.com,social,DE,2023-05-17 12:00:00
275,user275@example.com,paid,US,2023-05-18 00:00:00
276,user276@example.com,paid,UK,2023-05-18 12:00:00
277,user277@example.com,referral,FR,2023-05-19 00:00:00
278,user278@example.com,paid,DE,2023-05-19 12:00:00
279,user279@example.com,referral,DE,2023-05-20 00:00:00
280,user280@example.com,referral,US,2023-05-20 12:00:00
281,user281@example.com,referral,FR,2023-05-21 00:00:00
282,user282@example.com,organic,KG,2023-05-21 12:00:00
283,user283@example.com,organic,DE,2023-05-22 00:00:00
284,user284@example.com,organic,US,2023-05-22 12:00:00
285,user285@example.com,paid,KG,2023-05-23 00:00:00
286,user286@example.com,organic,FR,2023-05-23 12:00:00
287,user287@example.com,paid,DE,2023-05-24 00:00:00
288,user288@example.com,paid,KG,2023-05-24 12:00:00
289,user289@example.com,organic,KG,2023-05-25 00:00:00
290,user290@example.com,paid,KG,2023-05-25 12:00:00
291,user291@example.com,organic,DE,2023-05-26 00:00:00
292,user292@example.com,organic,DE,2023-05-26 12:00:00
293,user293@example.com,referral,UK,2023-05-27 00:00:00
294,user294@example.com,organic,FR,2023-05-27 12:00:00
295,user295@example.com,organic,US,2023-05-28 00:00:00
296,user296@example.com,paid,KG,2023-05-28 12:00:00
297,user297@example.com,referral,UK,2023-05-29 00:00:00
298,user298@example.com,organic,US,2023-05-29 12:00:00
299,user299@example.com,paid,UK,2023-05-30 00:00:00
300,user300@example.com,organic,DE,2023-05-30 12:00:00
301,user301@example.com,organic,KG,2023-05-31 00:00:00
302,user302@example.com,paid,US,2023-05-31 12:00:00
303,user303@example.com,paid,US,2023-06-01 00:00:00
304,user304@example.com,paid,US,2023-06-01 12:00:00
305,user305@example.com,referral,US,2023-06-02 00:00:00
306,user306@example.com,social,US,2023-06-02 12:00:00
307,user307@example.com,paid,UK,2023-06-03 00:00:00
308,user308@example.com,organic,KG,2023-06-03 12:00:00
309,user309@example.com,referral,DE,2023-06-04 00:00:00
310,user310@example.com,organic,DE,2023-06-04 12:00:00
311,user311@example.com,paid,DE,2023-06-05 00:00:00
312,user312@example.com,organic,DE,2023-06-05 12:00:00
313,user313@example.com,organic,UK,2023-06-06 00:00:00
314,user314@example.com,social,FR,2023-06-06 12:00:00
315,user315@example.com,referral,KG,2023-06-07 00:00:00
316,user316@example.com,paid,US,2023-06-07 12:00:00
317,user317@example.com,paid,FR,2023-06-08 00:00:00
318,user318@example.com,organic,DE,2023-06-08 12:00:00
319,user319@example.com,organic,FR,2023-06-09 00:00:00
320,user320@example.com,organic,KG,2023-06-09 12:00:00
321,user321@example.com,paid,US,2023-06-10 00:00:00
322,user322@example.com,referral,US,2023-06-10 12:00:00
323,user323@example.com,paid,KG,2023-06-11 00:00:00
324,user324@example.com,organic,KG,2023-06-11 12:00:00
325,user325@example.com,social,DE,2023-06-12 00:00:00
326,user326@example.com,referral,US,2023-06-12 12:00:00
327,user327@example.com,paid,FR,2023-06-13 00:00:00
328,user328@example.com,paid,UK,2023-06-13 12:00:00
329,user329@example.com,paid,UK,2023-06-14 00:00:00
330,user330@example.com,organic,KG,2023-06-14 12:00:00
331,user331@example.com,organic,DE,2023-06-15 00:00:00
332,user332@example.com,referral,UK,2023-06-15 12:00:00
333,user333@example.com,organic,US,2023-06-16 00:00:00
334,user334@example.com,organic,KG,2023-06-16 12:00:00
335,user335@example.com,organic,FR,2023-06-17 00:00:00
336,user336@example.com,organic,KG,2023-06-17 12:00:00
337,user337@example.com,referral,FR,2023-06-18 00:00:00
338,user338@example.com,referral,KG,2023-06-18 12:00:00
339,user339@example.com,paid,KG,2023-06-19 00:00:00
340,user340@example.com,organic,KG,2023-06-19 12:00:00
341,user341@example.com,paid,FR,2023-06-20 00:00:00
342,user342@example.com,paid,FR,2023-06-20 12:00:00
343,user343@example.com,organic,KG,2023-06-21 00:00:00
344,user344@example.com,paid,UK,2023-06-21 12:00:00
345,user345@example.com,organic,DE,2023-06-22 00:00:00
346,user346@example.com,paid,DE,2023-06-22 12:00:00
347,user347@example.com,paid,DE,2023-06-23 00:00:00
348,user348@example.com,organic,FR,2023-06-23 12:00:00
349,user349@example.com,organic,FR,2023-06-24 00:00:00
350,user350@example.com,paid,UK,2023-06-24 12:00:00
351,user351@example.com,paid,DE,2023-06-25 00:00:00
352,user352@example.com,referral,DE,2023-06-25 12:00:00
353,user353@example.com,paid,KG,2023-06-26 00:00:00
354,user354@example.com,organic,FR,2023-06-26 12:00:00
355,user355@example.com,organic,DE,2023-06-27 00:00:00
356,user356@example.com,paid,UK,2023-06-27 12:00:00
357,user357@example.com,organic,UK,2023-06-28 00:00:00
358,user358@example.com,paid,DE,2023-06-28 12:00:00
359,user359@example.com,social,FR,2023-06-29 00:00:00
360,user360@example.com,paid,UK,2023-06-29 12:00:00
361,user361@example.com,organic,KG,2023-06-30 00:00:00
362,user362@example.com,paid,UK,2023-06-30 12:00:00
363,user363@example.com,paid,US,2023-07-01 00:00:00
364,user364@example.com,paid,US,2023-07-01 12:00:00
365,user365@example.com,social,FR,2023-07-02 00:00:00
366,user366@example.com,organic,DE,2023-07-02 12:00:00
367,user367@example.com,social,FR,2023-07-03 00:00:00
368,user368@example.com,social,FR,2023-07-03 12:00:00
369,user369@example.com,organic,FR,2023-07-04 00:00:00
370,user370@example.com,organic,FR,2023-07-04 12:00:00
371,user371@example.com,organic,KG,2023-07-05 00:00:00
372,user372@example.com,organic,KG,2023-07-05 12:00:00
373,user373@example.com,organic,UK,2023-07-06 00:00:00
374,user374@example.com,paid,US,2023-07-06 12:00:00
375,user375@example.com,organic,FR,2023-07-07 00:00:00
376,user376@example.com,organic,UK,2023-07-07 12:00:00
377,user377@example.com,referral,US,2023-07-08 00:00:00
378,user378@example.com,organic,DE,2023-07-08 12:00:00
379,user379@example.com,referral,KG,2023-07-09 00:00:00
380,user380@example.com,organic,US,2023-07-09 12:00:00
381,user381@example.com,organic,DE,2023-07-10 00:00:00
382,user382@example.com,paid,US,2023-07-10 12:00:00
383,user383@example.com,paid,KG,2023-07-11 00:00:00
384,user384@example.com,referral,KG,2023-07-11 12:00:00
385,user385@example.com,referral,UK,2023-07-12 00:00:00
386,user386@example.com,referral,FR,2023-07-12 12:00:00
387,user387@example.com,organic,US,2023-07-13 00:00:00
388,user388@example.com,organic,US,2023-07-13 12:00:00
389,user389@example.com,referral,DE,2023-07-14 00:00:00
390,user390@example.com,referral,KG,2023-07-14 12:00:00
391,user391@example.com,social,US,2023-07-15 00:00:00
392,user392@example.com,paid,KG,2023-07-15 12:00:00
393,user393@example.com,organic,US,2023-07-16 00:00:00
394,user394@example.com,referral,UK,2023-07-16 12:00:00
395,user395@example.com,organic,FR,2023-07-17 00:00:00
396,user396@example.com,social,US,2023-07-17 12:00:00
397,user397@example.com,referral,KG,2023-07-18 00:00:00
398,user398@example.com,paid,UK,2023-07-18 12:00:00
399,user399@example.com,referral,US,2023-07-19 00:00:00
400,user400@example.com,referral,DE,2023-07-19 12:00:00
401,user401@example.com,organic,FR,2023-07-20 00:00:00
402,user402@example.com,social,US,2023-07-20 12:00:00
403,user403@example.com,paid,UK,2023-07-21 00:00:00
404,user404@example.com,referral,DE,2023-07-21 12:00:00
405,user405@example.com,organic,UK,2023-07-22 00:00:00
406,user406@example.com,referral,UK,2023-07-22 12:00:00
407,user407@example.com,organic,DE,2023-07-23 00:00:00
408,user408@example.com,organic,UK,2023-07-23 12:00:00
409,user409@example.com,social,DE,2023-07-24 00:00:00
410,user410@example.com,organic,US,2023-07-24 12:00:00
411,user411@example.com,organic,DE,2023-07-25 00:00:00
412,user412@example.com,social,DE,2023-07-25 12:00:00
413,user413@example.com,social,FR,2023-07-26 00:00:00
414,user414@example.com,paid,DE,2023-07-26 12:00:00
415,user415@example.com,paid,DE,2023-07-27 00:00:00
416,user416@example.com,paid,US,2023-07-27 12:00:00
417,user417@example.com,organic,FR,2023-07-28 00:00:00
418,user418@example.com,organic,KG,2023-07-28 12:00:00
419,user419@example.com,paid,US,2023-07-29 00:00:00
420,user420@example.com,referral,US,2023-07-29 12:00:00
421,user421@example.com,referral,KG,2023-07-30 00:00:00
422,user422@example.com,referral,DE,2023-07-30 12:00:00
423,user423@example.com,organic,UK,2023-07-31 00:00:00
424,user424@example.com,paid,FR,2023-07-31 12:00:00
425,user425@example.com,organic,UK,2023-08-01 00:00:00
426,user426@example.com,paid,KG,2023-08-01 12:00:00
427,user427@example.com,paid,US,2023-08-02 00:00:00
428,user428@example.com,referral,US,2023-08-02 12:00:00
429,user429@example.com,organic,FR,2023-08-03 00:00:00
430,user430@example.com,organic,US,2023-08-03 12:00:00
431,user431@example.com,organic,US,2023-08-04 00:00:00
432,user432@example.com,referral,FR,2023-08-04 12:00:00
433,user433@example.com,paid,FR,2023-08-05 00:00:00
434,user434@example.com,organic,KG,2023-08-05 12:00:00
435,user435@example.com,organic,US,2023-08-06 00:00:00
436,user436@example.com,referral,US,2023-08-06 12:00:00
437,user437@example.com,organic,KG,2023-08-07 00:00:00
438,user438@example.com,referral,DE,2023-08-07 12:00:00
439,user439@example.com,referral,DE,2023-08-08 00:00:00
440,user440@example.com,organic,DE,2023-08-08 12:00:00
441,user441@example.com,organic,KG,2023-08-09 00:00:00
442,user442@example.com,social,US,2023-08-09 12:00:00
443,user443@example.com,organic,KG,2023-08-10 00:00:00
444,user444@example.com,organic,KG,2023-08-10 12:00:00
445,user445@example.com,referral,DE,2023-08-11 00:00:00
446,user446@example.com,social,UK,2023-08-11 12:00:00
447,user447@example.com,social,US,2023-08-12 00:00:00
448,user448@example.com,referral,DE,2023-08-12 12:00:00
449,user449@example.com,organic,UK,2023-08-13 00:00:00
450,user450@example.com,organic,UK,2023-08-13 12:00:00
451,user451@example.com,referral,FR,2023-08-14 00:00:00
452,user452@example.com,paid,US,2023-08-14 12:00:00
453,user453@example.com,paid,UK,2023-08-15 00:00:00
454,user454@example.com,social,DE,2023-08-15 12:00:00
455,user455@example.com,organic,FR,2023-08-16 00:00:00
456,user456@example.com,paid,US,2023-08-16 12:00:00
457,user457@example.com,organic,KG,2023-08-17 00:00:00
458,user458@example.com,paid,DE,2023-08-17 12:00:00
459,user459@example.com,organic,UK,2023-08-18 00:00:00
460,user460@example.com,organic,UK,2023-08-18 12:00:00
461,user461@example.com,organic,DE,2023-08-19 00:00:00
462,user462@example.com,paid,UK,2023-08-19 12:00:00
463,user463@example.com,referral,FR,2023-08-20 00:00:00
464,user464@example.com,paid,US,2023-08-20 12:00:00
465,user465@example.com,social,FR,2023-08-21 00:00:00
466,user466@example.com,organic,UK,2023-08-21 12:00:00
467,user467@example.com,organic,KG,2023-08-22 00:00:00
468,user468@example.com,referral,US,2023-08-22 12:00:00
469,user469@example.com,organic,US,2023-08-23 00:00:00
470,user470@example.com,social,DE,2023-08-23 12:00:00
471,user471@example.com,organic,DE,2023-08-24 00:00:00
472,user472@example.com,social,KG,2023-08-24 12:00:00
473,user473@example.com,organic,US,2023-08-25 00:00:00
474,user474@example.com,referral,KG,2023-08-25 12:00:00
475,user475@example.com,paid,DE,2023-08-26 00:00:00
476,user476@example.com,social,DE,2023-08-26 12:00:00
477,user477@example.com,organic,US,2023-08-27 00:00:00
478,user478@example.com,paid,FR,2023-08-27 12:00:00
479,user479@example.com,social,UK,2023-08-28 00:00:00
480,user480@example.com,paid,DE,2023-08-28 12:00:00
481,user481@example.com,paid,DE,2023-08-29 00:00:00
482,user482@example.com,paid,FR,2023-08-29 12:00:00
483,user483@example.com,paid,FR,2023-08-30 00:00:00
484,user484@example.com,paid,KG,2023-08-30 12:00:00
485,user485@example.com,paid,KG,2023-08-31 00:00:00
486,user486@example.com,social,UK,2023-08-31 12:00:00
487,user487@example.com,organic,UK,2023-09-01 00:00:00
488,user488@example.com,organic,US,2023-09-01 12:00:00
489,user489@example.com,social,KG,2023-09-02 00:00:00
490,user490@example.com,referral,DE,2023-09-02 12:00:00
491,user491@example.com,paid,KG,2023-09-03 00:00:00
492,user492@example.com,paid,DE,2023-09-03 12:00:00
493,user493@example.com,organic,FR,2023-09-04 00:00:00
494,user494@example.com,organic,KG,2023-09-04 12:00:00
495,user495@example.com,paid,FR,2023-09-05 00:00:00
496,user496@example.com,organic,UK,2023-09-05 12:00:00
497,user497@example.com,paid,UK,2023-09-06 00:00:00
498,user498@example.com,organic,US,2023-09-06 12:00:00
499,user499@example.com,social,KG,2023-09-07 00:00:00
500,user500@example.com,social,FR,2023-09-07 12:00:00
