customer_id,first_name,last_name,email,city,age,gender,registered_at
48,Name_48,Surname_48,user48@shop.ru,Moscow,46,M,2022-01-24 12:00:00
49,Name_49,Surname_49,user49@shop.ru,Perm,48,M,2022-01-25 00:00:00
50,Name_50,Surname_50,user50@shop.ru,Ufa,54,F,2022-01-25 12:00:00
51,Name_51,Surname_51,user51@shop.ru,Ufa,41,M,2022-01-26 00:00:00
52,Name_52,Surname_52,user52@shop.ru,Volgograd,47,M,2022-01-26 12:00:00
53,Name_53,Surname_53,user53@shop.ru,Ekb,64,F,2022-01-27 00:00:00
54,Name_54,Surname_54,user54@shop.ru,Kazan,23,F,2022-01-27 12:00:00
55,Name_55,Surname_55,user55@shop.ru,Moscow,20,F,2022-01-28 00:00:00
56,Name_56,Surname_56,user56@shop.ru,Moscow,26,M,2022-01-28 12:00:00
57,Name_57,Surname_57,user57@shop.ru,Ekb,58,F,2022-01-29 00:00:00
58,Name_58,Surname_58,user58@shop.ru,Krasnodar,26,M,2022-01-29 12:00:00
59,Name_59,Surname_59,user59@shop.ru,Ekb,62,F,2022-01-30 00:00:00
60,Name_60,Surname_60,user60@shop.ru,NSK,54,F,2022-01-30 12:00:00
61,Name_61,Surname_61,user61@shop.ru,NSK,32,M,2022-01-31 00:00:00
62,Name_62,Surname_62,user62@shop.ru,Perm,55,F,2022-01-31 12:00:00
63,Name_63,Surname_63,user63@shop.ru,Krasnodar,36,M,2022-02-01 00:00:00
64,Name_64,Surname_64,user64@shop.ru,NSK,56,M,2022-02-01 12:00:00
65,Name_65,Surname_65,user65@shop.ru,NSK,43,F,2022-02-02 00:00:00
66,Name_66,Surname_66,user66@shop.ru,Ekb,50,F,2022-02-02 12:00:00
67,Name_67,Surname_67,user67@shop.ru,Ufa,51,F,2022-02-03 00:00:00
68,Name_68,Surname_68,user68@shop.ru,Rostov,22,F,2022-02-03 12:00:00
69,Name_69,Surname_69,user69@shop.ru,NSK,55,M,2022-02-04 00:00:00
70,Name_70,Surname_70,user70@shop.ru,Volgograd,35,M,2022-02-04 12:00:00
71,Name_71,Surname_71,user71@shop.ru,Ufa,42,F,2022-02-05 00:00:00
72,Name_72,Surname_72,user72@shop.ru,Volgograd,43,M,2022-02-05 12:00:00
73,Name_73,Surname_73,user73@shop.ru,Kazan,35,M,2022-02-06 00:00:00
74,Name_74,Surname_74,user74@shop.ru,Volgograd,48,F,2022-02-06 12:00:00
75,Name_75,Surname_75,user75@shop.ru,Rostov,63,F,2022-02-07 00:00:00
76,Name_76,Surname_76,user76@shop.ru,Rostov,48,M,2022-02-07 12:00:00
77,Name_77,Surname_77,user77@shop.ru,Ufa,63,F,2022-02-08 00:00:00
78,Name_78,Surname_78,user78@shop.ru,SPB,18,M,2022-02-08 12:00:00
79,Name_79,Surname_79,user79@shop.ru,NSK,55,F,2022-02-09 00:00:00
80,Name_80,Surname_80,user80@shop.ru,Krasnodar,39,M,2022-02-09 12:00:00
81,Name_81,Surname_81,user81@shop.ru,Perm,33,F,2022-02-10 00:00:00
82,Name_82,Surname_82,user82@shop.ru,Moscow,28,M,2022-02-10 12:00:00
83,Name_83,Surname_83,user83@shop.ru,Kazan,23,M,2022-02-11 00:00:00
84,Name_84,Surname_84,user84@shop.ru,Ufa,27,F,2022-02-11 12:00:00
85,Name_85,Surname_85,user85@shop.ru,Kazan,36,F,2022-02-12 00:00:00
86,Name_86,Surname_86,user86@shop.ru,Kazan,37,F,2022-02-12 12:00:00
87,Name_87,Surname_87,user87@shop.ru,Ufa,19,M,2022-02-13 00:00:00
88,Name_88,Surname_88,user88@shop.ru,Moscow,59,M,2022-02-13 12:00:00
89,Name_89,Surname_89,user89@shop.ru,Perm,53,F,2022-02-14 00:00:00
90,Name_90,Surname_90,user90@shop.ru,Perm,47,M,2022-02-14 12:00:00
91,Name_91,Surname_91,user91@shop.ru,Kazan,52,F,2022-02-15 00:00:00
92,Name_92,Surname_92,user92@shop.ru,SPB,39,F,2022-02-15 12:00:00
93,Name_93,Surname_93,user93@shop.ru,Perm,51,F,2022-02-16 00:00:00
94,Name_94,Surname_94,user94@shop.ru,Volgograd,33,F,2022-02-16 12:00:00
95,Name_95,Surname_95,user95@shop.ru,Ekb,58,F,2022-02-17 00:00:00
96,Name_96,Surname_96,user96@shop.ru,Kazan,23,M,2022-02-17 12:00:00
97,Name_97,Surname_97,user97@shop.ru,Rostov,37,M,2022-02-18 00:00:00
98,Name_98,Surname_98,user98@shop.ru,SPB,38,M,2022-02-18 12:00:00
99,Name_99,Surname_99,user99@shop.ru,Moscow,36,F,2022-02-19 00:00:00
100,Name_100,Surname_100,user100@shop.ru,Ekb,61,M,2022-02-19 12:00:00
101,Name_101,Surname_101,user101@shop.ru,Moscow,60,F,2022-02-20 00:00:00
102,Name_102,Surname_102,user102@shop.ru,Volgograd,19,F,2022-02-20 12:00:00
103,Name_103,Surname_103,user103@shop.ru,Ekb,24,M,2022-02-21 00:00:00
104,Name_104,Surname_104,user104@shop.ru,Ufa,32,M,2022-02-21 12:00:00
105,Name_105,Surname_105,user105@shop.ru,Ufa,20,F,2022-02-22 00:00:00
106,Name_106,Surname_106,user106@shop.ru,Volgograd,63,F,2022-02-22 12:00:00
107,Name_107,Surname_107,user107@shop.ru,Krasnodar,56,M,2022-02-23 00:00:00
108,Name_108,Surname_108,user108@shop.ru,NSK,52,M,2022-02-23 12:00:00
109,Name_109,Surname_109,user109@shop.ru,Ekb,24,F,2022-02-24 00:00:00
110,Name_110,Surname_110,user110@shop.ru,Rostov,32,M,2022-02-24 12:00:00
111,Name_111,Surname_111,user111@shop.ru,SPB,22,M,2022-02-25 00:00:00
112,Name_112,Surname_112,user112@shop.ru,Perm,60,M,2022-02-25 12:00:00
113,Name_113,Surname_113,user113@shop.ru,Volgograd,57,M,2022-02-26 00:00:00
114,Name_114,Surname_114,user114@shop.ru,Ufa,23,F,2022-02-26 12:00:00
115,Name_115,Surname_115,user115@shop.ru,Volgograd,51,F,2022-02-27 00:00:00
116,Name_116,Surname_116,user116@shop.ru,Krasnodar,26,F,2022-02-27 12:00:00
117,Name_117,Surname_117,user117@shop.ru,NSK,32,F,2022-02-28 00:00:00
118,Name_118,Surname_118,user118@shop.ru,Ufa,36,F,2022-02-28 12:00:00
119,Name_119,Surname_119,user119@shop.ru,Volgograd,49,F,2022-03-01 00:00:00
120,Name_120,Surname_120,user120@shop.ru,Ufa,35,M,2022-03-01 12:00:00
121,Name_121,Surname_121,user121@shop.ru,Kazan,48,M,2022-03-02 00:00:00
122,Name_122,Surname_122,user122@shop.ru,Kazan,62,M,2022-03-02 12:00:00
123,Name_123,Surname_123,user123@shop.ru,Rostov,26,M,2022-03-03 00:00:00
124,Name_124,Surname_124,user124@shop.ru,Moscow,19,F,2022-03-03 12:00:00
125,Name_125,Surname_125,user125@shop.ru,SPB,48,M,2022-03-04 00:00:00
126,Name_126,Surname_126,user126@shop.ru,Volgograd,61,F,2022-03-04 12:00:00
127,Name_127,Surname_127,user127@shop.ru,Ekb,36,F,2022-03-05 00:00:00
128,Name_128,Surname_128,user128@shop.ru,Ufa,21,M,2022-03-05 12:00:00
129,Name_129,Surname_129,user129@shop.ru,Rostov,61,F,2022-03-06 00:00:00
130,Name_130,Surname_130,user130@shop.ru,Ekb,58,M,2022-03-06 12:00:00
131,Name_131,Surname_131,user131@shop.ru,Ufa,45,M,2022-03-07 00:00:00
132,Name_132,Surname_132,user132@shop.ru,SPB,48,M,2022-03-07 12:00:00
133,Name_133,Surname_133,user133@shop.ru,Moscow,53,M,2022-03-08 00:00:00
134,Name_134,Surname_134,user134@shop.ru,Perm,51,M,2022-03-08 12:00:00
135,Name_135,Surname_135,user135@shop.ru,Krasnodar,44,M,2022-03-09 00:00:00
136,Name_136,Surname_136,user136@shop.ru,NSK,24,F,2022-03-09 12:00:00
137,Name_137,Surname_137,user137@shop.ru,Ufa,56,F,2022-03-10 00:00:00
138,Name_138,Surname_138,user138@shop.ru,Ekb,48,M,2022-03-10 12:00:00
139,Name_139,Surname_139,user139@shop.ru,Volgograd,28,F,2022-03-11 00:00:00
140,Name_140,Surname_140,user140@shop.ru,NSK,50,M,2022-03-11 12:00:00
141,Name_141,Surname_141,user141@shop.ru,Kazan,27,F,2022-03-12 00:00:00
142,Name_142,Surname_142,user142@shop.ru,Ufa,47,M,2022-03-12 12:00:00
143,Name_143,Surname_143,user143@shop.ru,Krasnodar,46,M,2022-03-13 00:00:00
144,Name_144,Surname_144,user144@shop.ru,Ekb,47,F,2022-03-13 12:00:00
145,Name_145,Surname_145,user145@shop.ru,SPB,53,F,2022-03-14 00:00:00
146,Name_146,Surname_146,user146@shop.ru,Volgograd,51,M,2022-03-14 12:00:00
147,Name_147,Surname_147,user147@shop.ru,NSK,37,M,2022-03-15 00:00:00
148,Name_148,Surname_148,user148@shop.ru,Ekb,52,F,2022-03-15 12:00:00
149,Name_149,Surname_149,user149@shop.ru,Ufa,33,F,2022-03-16 00:00:00
150,Name_150,Surname_150,user150@shop.ru,Kazan,38,F,2022-03-16 12:00:00
151,Name_151,Surname_151,user151@shop.ru,Moscow,42,M,2022-03-17 00:00:00
152,Name_152,Surname_152,user152@shop.ru,Kazan,61,M,2022-03-17 12:00:00
153,Name_153,Surname_153,user153@shop.ru,Rostov,32,F,2022-03-18 00:00:00
154,Name_154,Surname_154,user154@shop.ru,Krasnodar,38,F,2022-03-18 12:00:00
155,Name_155,Surname_155,user155@shop.ru,Krasnodar,29,F,2022-03-19 00:00:00
156,Name_156,Surname_156,user156@shop.ru,Kazan,20,M,2022-03-19 12:00:00
157,Name_157,Surname_157,user157@shop.ru,Kazan,53,M,2022-03-20 00:00:00
158,Name_158,Surname_158,user158@shop.ru,Volgograd,28,M,2022-03-20 12:00:00
159,Name_159,Surname_159,user159@shop.ru,Krasnodar,36,F,2022-03-21 00:00:00
160,Name_160,Surname_160,user160@shop.ru,Volgograd,57,M,2022-03-21 12:00:00
161,Name_161,Surname_161,user161@shop.ru,Moscow,40,M,2022-03-22 00:00:00
162,Name_162,Surname_162,user162@shop.ru,NSK,21,F,2022-03-22 12:00:00
163,Name_163,Surname_163,user163@shop.ru,Rostov,46,F,2022-03-23 00:00:00
164,Name_164,Surname_164,user164@shop.ru,Moscow,63,F,2022-03-23 12:00:00
165,Name_165,Surname_165,user165@shop.ru,Volgograd,60,F,2022-03-24 00:00:00
166,Name_166,Surname_166,user166@shop.ru,Ekb,59,M,2022-03-24 12:00:00
167,Name_167,Surname_167,user167@shop.ru,Perm,29,F,2022-03-25 00:00:00
168,Name_168,Surname_168,user168@shop.ru,Ekb,45,M,2022-03-25 12:00:00
169,Name_169,Surname_169,user169@shop.ru,Kazan,38,M,2022-03-26 00:00:00
170,Name_170,Surname_170,user170@shop.ru,Ufa,61,F,2022-03-26 12:00:00
171,Name_171,Surname_171,user171@shop.ru,Ufa,62,F,2022-03-27 00:00:00
172,Name_172,Surname_172,user172@shop.ru,Perm,63,M,2022-03-27 12:00:00
173,Name_173,Surname_173,user173@shop.ru,Krasnodar,46,F,2022-03-28 00:00:00
174,Name_174,Surname_174,user174@shop.ru,SPB,41,M,2022-03-28 12:00:00
175,Name_175,Surname_175,user175@shop.ru,Moscow,43,M,2022-03-29 00:00:00
176,Name_176,Surname_176,user176@shop.ru,Volgograd,43,M,2022-03-29 12:00:00
177,Name_177,Surname_177,user177@shop.ru,Krasnodar,34,F,2022-03-30 00:00:00
178,Name_178,Surname_178,user178@shop.ru,Ekb,61,M,2022-03-30 12:00:00
179,Name_179,Surname_179,user179@shop.ru,NSK,51,F,2022-03-31 00:00:00
180,Name_180,Surname_180,user180@shop.ru,Krasnodar,24,F,2022-03-31 12:00:00
181,Name_181,Surname_181,user181@shop.ru,Rostov,63,F,2022-04-01 00:00:00
182,Name_182,Surname_182,user182@shop.ru,Moscow,47,M,2022-04-01 12:00:00
183,Name_183,Surname_183,user183@shop.ru,NSK,38,M,2022-04-02 00:00:00
184,Name_184,Surname_184,user184@shop.ru,Krasnodar,29,M,2022-04-02 12:00:00
185,Name_185,Surname_185,user185@shop.ru,Volgograd,63,F,2022-04-03 00:00:00
186,Name_186,Surname_186,user186@shop.ru,SPB,33,F,2022-04-03 12:00:00
187,Name_187,Surname_187,user187@shop.ru,Rostov,26,M,2022-04-04 00:00:00
188,Name_188,Surname_188,user188@shop.ru,Volgograd,22,F,2022-04-04 12:00:00
189,Name_189,Surname_189,user189@shop.ru,NSK,46,F,2022-04-05 00:00:00
190,Name_190,Surname_190,user190@shop.ru,Moscow,48,M,2022-04-05 12:00:00
191,Name_191,Surname_191,user191@shop.ru,Krasnodar,32,M,2022-04-06 00:00:00
192,Name_192,Surname_192,user192@shop.ru,SPB,21,M,2022-04-06 12:00:00
193,Name_193,Surname_193,user193@shop.ru,Rostov,53,M,2022-04-07 00:00:00
194,Name_194,Surname_194,user194@shop.ru,Volgograd,58,M,2022-04-07 12:00:00
195,Name_195,Surname_195,user195@shop.ru,Ufa,39,F,2022-04-08 00:00:00
196,Name_196,Surname_196,user196@shop.ru,Volgograd,60,F,2022-04-08 12:00:00
197,Name_197,Surname_197,user197@shop.ru,Ufa,19,F,2022-04-09 00:00:00
198,Name_198,Surname_198,user198@shop.ru,Krasnodar,19,M,2022-04-09 12:00:00
199,Name_199,Surname_199,user199@shop.ru,Ufa,27,F,2022-04-10 00:00:00
200,Name_200,Surname_200,user200@shop.ru,SPB,43,M,2022-04-10 12:00:00
201,Name_201,Surname_201,user201@shop.ru,Perm,51,M,2022-04-11 00:00:00
202,Name_202,Surname_202,user202@shop.ru,Rostov,47,M,2022-04-11 12:00:00
203,Name_203,Surname_203,user203@shop.ru,Ekb,37,M,2022-04-12 00:00:00
204,Name_204,Surname_204,user204@shop.ru,Moscow,49,F,2022-04-12 12:00:00
205,Name_205,Surname_205,user205@shop.ru,Kazan,20,F,2022-04-13 00:00:00
206,Name_206,Surname_206,user206@shop.ru,Ufa,24,M,2022-04-13 12:00:00
207,Name_207,Surname_207,user207@shop.ru,Ufa,51,M,2022-04-14 00:00:00
208,Name_208,Surname_208,user208@shop.ru,Ufa,29,F,2022-04-14 12:00:00
209,Name_209,Surname_209,user209@shop.ru,SPB,54,M,2022-04-15 00:00:00
210,Name_210,Surname_210,user210@shop.ru,SPB,55,M,2022-04-15 12:00:00
211,Name_211,Surname_211,user211@shop.ru,Volgograd,23,M,2022-04-16 00:00:00
212,Name_212,Surname_212,user212@shop.ru,Moscow,27,F,2022-04-16 12:00:00
213,Name_213,Surname_213,user213@shop.ru,Perm,29,M,2022-04-17 00:00:00
214,Name_214,Surname_214,user214@shop.ru,Moscow,58,M,2022-04-17 12:00:00
215,Name_215,Surname_215,user215@shop.ru,Perm,43,M,2022-04-18 00:00:00
216,Name_216,Surname_216,user216@shop.ru,SPB,58,F,2022-04-18 12:00:00
217,Name_217,Surname_217,user217@shop.ru,Moscow,48,M,2022-04-19 00:00:00
218,Name_218,Surname_218,user218@shop.ru,NSK,63,F,2022-04-19 12:00:00
219,Name_219,Surname_219,user219@shop.ru,NSK,25,F,2022-04-20 00:00:00
220,Name_220,Surname_220,user220@shop.ru,NSK,33,M,2022-04-20 12:00:00
221,Name_221,Surname_221,user221@shop.ru,Kazan,39,F,2022-04-21 00:00:00
222,Name_222,Surname_222,user222@shop.ru,Volgograd,31,F,2022-04-21 12:00:00
223,Name_223,Surname_223,user223@shop.ru,Rostov,25,F,2022-04-22 00:00:00
224,Name_224,Surname_224,user224@shop.ru,Moscow,35,M,2022-04-22 12:00:00
225,Name_225,Surname_225,user225@shop.ru,Ufa,47,F,2022-04-23 00:00:00
226,Name_226,Surname_226,user226@shop.ru,NSK,39,M,2022-04-23 12:00:00
227,Name_227,Surname_227,user227@shop.ru,SPB,48,M,2022-04-24 00:00:00
228,Name_228,Surname_228,user228@shop.ru,Krasnodar,32,M,2022-04-24 12:00:00
229,Name_229,Surname_229,user229@shop.ru,Rostov,39,M,2022-04-25 00:00:00
230,Name_230,Surname_230,user230@shop.ru,Perm,36,F,2022-04-25 12:00:00
231,Name_231,Surname_231,user231@shop.ru,Rostov,45,F,2022-04-26 00:00:00
232,Name_232,Surname_232,user232@shop.ru,Ufa,46,M,2022-04-26 12:00:00
233,Name_233,Surname_233,user233@shop.ru,Volgograd,26,M,2022-04-27 00:00:00
234,Name_234,Surname_234,user234@shop.ru,NSK,58,M,2022-04-27 12:00:00
235,Name_235,Surname_235,user235@shop.ru,SPB,55,M,2022-04-28 00:00:00
236,Name_236,Surname_236,user236@shop.ru,NSK,21,F,2022-04-28 12:00:00
237,Name_237,Surname_237,user237@shop.ru,Ekb,52,F,2022-04-29 00:00:00
238,Name_238,Surname_238,user238@shop.ru,Ufa,55,M,2022-04-29 12:00:00
239,Name_239,Surname_239,user239@shop.ru,Moscow,40,M,2022-04-30 00:00:00
240,Name_240,Surname_240,user240@shop.ru,NSK,48,M,2022-04-30 12:00:00
241,Name_241,Surname_241,user241@shop.ru,Ekb,21,M,2022-05-01 00:00:00
242,Name_242,Surname_242,user242@shop.ru,Kazan,34,F,2022-05-01 12:00:00
243,Name_243,Surname_243,user243@shop.ru,Krasnodar,54,M,2022-05-02 00:00:00
244,Name_244,Surname_244,user244@shop.ru,NSK,28,M,2022-05-02 12:00:00
245,Name_245,Surname_245,user245@shop.ru,Ufa,21,M,2022-05-03 00:00:00
246,Name_246,Surname_246,user246@shop.ru,Ekb,49,M,2022-05-03 12:00:00
247,Name_247,Surname_247,user247@shop.ru,Kazan,46,F,2022-05-04 00:00:00
248,Name_248,Surname_248,user248@shop.ru,SPB,58,M,2022-05-04 12:00:00
249,Name_249,Surname_249,user249@shop.ru,Volgograd,18,M,2022-05-05 00:00:00
250,Name_250,Surname_250,user250@shop.ru,SPB,62,M,2022-05-05 12:00:00
251,Name_251,Surname_251,user251@shop.ru,Perm,59,M,2022-05-06 00:00:00
252,Name_252,Surname_252,user252@shop.ru,SPB,50,M,2022-05-06 12:00:00
253,Name_253,Surname_253,user253@shop.ru,SPB,56,F,2022-05-07 00:00:00
254,Name_254,Surname_254,user254@shop.ru,Moscow,29,M,2022-05-07 12:00:00
255,Name_255,Surname_255,user255@shop.ru,Ufa,33,F,2022-05-08 00:00:00
256,Name_256,Surname_256,user256@shop.ru,Krasnodar,39,M,2022-05-08 12:00:00
257,Name_257,Surname_257,user257@shop.ru,Krasnodar,63,F,2022-05-09 00:00:00
258,Name_258,Surname_258,user258@shop.ru,Ufa,57,M,2022-05-09 12:00:00
259,Name_259,Surname_259,user259@shop.ru,Krasnodar,34,F,2022-05-10 00:00:00
260,Name_260,Surname_260,user260@shop.ru,Moscow,48,M,2022-05-10 12:00:00
261,Name_261,Surname_261,user261@shop.ru,Moscow,61,M,2022-05-11 00:00:00
262,Name_262,Surname_262,user262@shop.ru,Perm,60,F,2022-05-11 12:00:00
263,Name_263,Surname_263,user263@shop.ru,Moscow,48,M,2022-05-12 00:00:00
264,Name_264,Surname_264,user264@shop.ru,Moscow,52,F,2022-05-12 12:00:00
265,Name_265,Surname_265,user265@shop.ru,Volgograd,40,M,2022-05-13 00:00:00
266,Name_266,Surname_266,user266@shop.ru,NSK,48,M,2022-05-13 12:00:00
267,Name_267,Surname_267,user267@shop.ru,NSK,33,M,2022-05-14 00:00:00
268,Name_268,Surname_268,user268@shop.ru,Rostov,32,F,2022-05-14 12:00:00
269,Name_269,Surname_269,user269@shop.ru,Moscow,63,F,2022-05-15 00:00:00
270,Name_270,Surname_270,user270@shop.ru,NSK,51,M,2022-05-15 12:00:00
271,Name_271,Surname_271,user271@shop.ru,Krasnodar,42,F,2022-05-16 00:00:00
272,Name_272,Surname_272,user272@shop.ru,SPB,24,F,2022-05-16 12:00:00
273,Name_273,Surname_273,user273@shop.ru,Ekb,37,F,2022-05-17 00:00:00
274,Name_274,Surname_274,user274@shop.ru,Volgograd,54,F,2022-05-17 12:00:00
275,Name_275,Surname_275,user275@shop.ru,Krasnodar,23,M,2022-05-18 00:00:00
276,Name_276,Surname_276,user276@shop.ru,Rostov,42,F,2022-05-18 12:00:00
277,Name_277,Surname_277,user277@shop.ru,Krasnodar,60,F,2022-05-19 00:00:00
278,Name_278,Surname_278,user278@shop.ru,NSK,61,M,2022-05-19 12:00:00
279,Name_279,Surname_279,user279@shop.ru,NSK,57,M,2022-05-20 00:00:00
280,Name_280,Surname_280,user280@shop.ru,Ufa,18,F,2022-05-20 12:00:00
281,Name_281,Surname_281,user281@shop.ru,Volgograd,39,M,2022-05-21 00:00:00
282,Name_282,Surname_282,user282@shop.ru,Kazan,29,F,2022-05-21 12:00:00
283,Name_283,Surname_283,user283@shop.ru,NSK,26,F,2022-05-22 00:00:00
284,Name_284,Surname_284,user284@shop.ru,Kazan,56,M,2022-05-22 12:00:00
285,Name_285,Surname_285,user285@shop.ru,Krasnodar,27,M,2022-05-23 00:00:00
286,Name_286,Surname_286,user286@shop.ru,Krasnodar,28,M,2022-05-23 12:00:00
287,Name_287,Surname_287,user287@shop.ru,Moscow,36,M,2022-05-24 00:00:00
288,Name_288,Surname_288,user288@shop.ru,Perm,33,F,2022-05-24 12:00:00
289,Name_289,Surname_289,user289@shop.ru,Perm,18,M,2022-05-25 00:00:00
290,Name_290,Surname_290,user290@shop.ru,SPB,44,M,2022-05-25 12:00:00
291,Name_291,Surname_291,user291@shop.ru,Perm,27,F,2022-05-26 00:00:00
292,Name_292,Surname_292,user292@shop.ru,Ufa,59,M,2022-05-26 12:00:00
293,Name_293,Surname_293,user293@shop.ru,SPB,39,M,2022-05-27 00:00:00
294,Name_294,Surname_294,user294@shop.ru,NSK,22,F,2022-05-27 12:00:00
295,Name_295,Surname_295,user295@shop.ru,Perm,42,M,2022-05-28 00:00:00
296,Name_296,Surname_296,user296@shop.ru,Moscow,50,F,2022-05-28 12:00:00
297,Name_297,Surname_297,user297@shop.ru,Kazan,41,M,2022-05-29 00:00:00
298,Name_298,Surname_298,user298@shop.ru,Kazan,40,M,2022-05-29 12:00:00
299,Name_299,Surname_299,user299@shop.ru,Ekb,56,M,2022-05-30 00:00:00
300,Name_300,Surname_300,user300@shop.ru,Ekb,24,M,2022-05-30 12:00:00
301,Name_301,Surname_301,user301@shop.ru,Moscow,23,M,2022-05-31 00:00:00
302,Name_302,Surname_302,user302@shop.ru,Ekb,61,F,2022-05-31 12:00:00
303,Name_303,Surname_303,user303@shop.ru,SPB,62,F,2022-06-01 00:00:00
304,Name_304,Surname_304,user304@shop.ru,Rostov,61,F,2022-06-01 12:00:00
305,Name_305,Surname_305,user305@shop.ru,Rostov,52,M,2022-06-02 00:00:00
306,Name_306,Surname_306,user306@shop.ru,NSK,33,M,2022-06-02 12:00:00
307,Name_307,Surname_307,user307@shop.ru,Volgograd,32,M,2022-06-03 00:00:00
308,Name_308,Surname_308,user308@shop.ru,Volgograd,20,F,2022-06-03 12:00:00
309,Name_309,Surname_309,user309@shop.ru,SPB,37,M,2022-06-04 00:00:00
310,Name_310,Surname_310,user310@shop.ru,Perm,47,F,2022-06-04 12:00:00
311,Name_311,Surname_311,user311@shop.ru,Kazan,30,M,2022-06-05 00:00:00
312,Name_312,Surname_312,user312@shop.ru,Volgograd,45,M,2022-06-05 12:00:00
313,Name_313,Surname_313,user313@shop.ru,Ekb,39,F,2022-06-06 00:00:00
314,Name_314,Surname_314,user314@shop.ru,SPB,44,F,2022-06-06 12:00:00
315,Name_315,Surname_315,user315@shop.ru,Ekb,46,F,2022-06-07 00:00:00
316,Name_316,Surname_316,user316@shop.ru,Krasnodar,60,M,2022-06-07 12:00:00
