user_id,email,city,channel,created_at
48,user48@example.com,NOVOSIBIRSK,referral,2023-08-15
49,user49@example.com,KAZAN,referral,2023-05-23
50,user50@example.com,NOVOSIBIRSK,organic,2023-04-03
51,user51@example.com,SPB,organic,2023-10-27
52,user52@example.com,YEKATERINBURG,paid,2023-08-12
53,user53@example.com,YEKATERINBURG,referral,2023-11-22
54,user54@example.com,SPB,social,2023-09-09
55,user55@example.com,YEKATERINBURG,organic,2023-02-16
56,user56@example.com,MOSCOW,social,2023-08-29
57,user57@example.com,SPB,paid,2023-06-28
58,user58@example.com,NOVOSIBIRSK,paid,2023-07-29
59,user59@example.com,SPB,organic,2023-06-20
60,user60@example.com,KAZAN,organic,2023-06-14
61,user61@example.com,NOVOSIBIRSK,paid,2023-12-10
62,user62@example.com,KAZAN,paid,2023-02-23
63,user63@example.com,NOVOSIBIRSK,organic,2023-03-24
64,user64@example.com,YEKATERINBURG,paid,2023-06-18
65,user65@example.com,SPB,referral,2023-07-30
66,user66@example.com,MOSCOW,referral,2023-12-22
67,user67@example.com,NOVOSIBIRSK,social,2023-09-11
68,user68@example.com,NOVOSIBIRSK,organic,2023-05-28
69,user69@example.com,KAZAN,organic,2023-12-06
70,user70@example.com,YEKATERINBURG,referral,2023-07-25
71,user71@example.com,KAZAN,paid,2023-10-09
72,user72@example.com,KAZAN,organic,2023-01-19
73,user73@example.com,YEKATERINBURG,organic,2023-08-21
74,user74@example.com,MOSCOW,paid,2023-02-15
75,user75@example.com,KAZAN,organic,2023-06-11
76,user76@example.com,KAZAN,organic,2023-05-10
77,user77@example.com,NOVOSIBIRSK,organic,2023-06-15
78,user78@example.com,YEKATERINBURG,organic,2023-03-01
79,user79@example.com,SPB,paid,2023-07-26
80,user80@example.com,MOSCOW,paid,2023-09-21
81,user81@example.com,MOSCOW,paid,2023-01-01
82,user82@example.com,YEKATERINBURG,organic,2023-12-03
83,user83@example.com,NOVOSIBIRSK,organic,2023-10-05
84,user84@example.com,NOVOSIBIRSK,paid,2023-08-25
85,user85@example.com,YEKATERINBURG,paid,2023-07-31
86,user86@example.com,NOVOSIBIRSK,paid,2023-01-28
87,user87@example.com,MOSCOW,organic,2023-04-07
88,user88@example.com,MOSCOW,social,2023-09-23
89,user89@example.com,SPB,organic,2023-07-05
90,user90@example.com,YEKATERINBURG,paid,2023-11-15
91,user91@example.com,KAZAN,paid,2023-09-13
92,user92@example.com,KAZAN,paid,2023-11-17
93,user93@example.com,SPB,organic,2023-08-15
94,user94@example.com,SPB,paid,2023-01-27
95,user95@example.com,NOVOSIBIRSK,referral,2023-04-15
96,user96@example.com,SPB,organic,2023-05-17
97,user97@example.com,SPB,organic,2023-10-09
98,user98@example.com,KAZAN,organic,2023-03-09
99,user99@example.com,NOVOSIBIRSK,referral,2023-05-28
100,user100@example.com,SPB,organic,2023-08-13
101,user101@example.com,SPB,social,2023-12-24
102,user102@example.com,NOVOSIBIRSK,paid,2023-09-06
103,user103@example.com,YEKATERINBURG,social,2023-03-04
104,user104@example.com,NOVOSIBIRSK,social,2023-01-15
105,user105@example.com,KAZAN,paid,2023-11-19
106,user106@example.com,YEKATERINBURG,organic,2023-11-08
107,user107@example.com,MOSCOW,organic,2023-05-03
108,user108@example.com,NOVOSIBIRSK,organic,2023-12-30
109,user109@example.com,KAZAN,referral,2023-03-23
110,user110@example.com,YEKATERINBURG,organic,2023-06-09
111,user111@example.com,NOVOSIBIRSK,organic,2023-10-10
112,user112@example.com,SPB,paid,2023-01-08
113,user113@example.com,NOVOSIBIRSK,social,2023-10-10
114,user114@example.com,MOSCOW,organic,2023-07-28
115,user115@example.com,NOVOSIBIRSK,organic,2023-02-17
116,user116@example.com,YEKATERINBURG,organic,2023-04-26
117,user117@example.com,YEKATERINBURG,social,2023-02-28
118,user118@example.com,NOVOSIBIRSK,paid,2023-08-25
119,user119@example.com,YEKATERINBURG,organic,2023-03-02
120,user120@example.com,SPB,organic,2023-11-28
121,user121@example.com,NOVOSIBIRSK,organic,2023-03-20
122,user122@example.com,SPB,organic,2023-09-13
123,user123@example.com,SPB,social,2023-05-30
124,user124@example.com,KAZAN,referral,2023-09-18
125,user125@example.com,NOVOSIBIRSK,paid,2023-12-28
126,user126@example.com,YEKATERINBURG,referral,2023-05-20
127,user127@example.com,SPB,organic,2023-08-01
128,user128@example.com,KAZAN,referral,2023-09-05
129,user129@example.com,NOVOSIBIRSK,referral,2023-08-30
130,user130@example.com,NOVOSIBIRSK,organic,2023-05-05
131,user131@example.com,MOSCOW,referral,2023-08-22
132,user132@example.com,MOSCOW,organic,2023-10-10
133,user133@example.com,SPB,organic,2023-03-16
134,user134@example.com,MOSCOW,organic,2023-07-16
135,user135@example.com,SPB,paid,2023-04-08
136,user136@example.com,YEKATERINBURG,referral,2023-11-03
137,user137@example.com,SPB,social,2023-09-18
138,user138@example.com,MOSCOW,paid,2023-03-11
139,user139@example.com,YEKATERINBURG,referral,2023-02-05
140,user140@example.com,MOSCOW,referral,2023-05-22
141,user141@example.com,SPB,organic,2023-08-01
142,user142@example.com,KAZAN,paid,2023-06-24
143,user143@example.com,NOVOSIBIRSK,organic,2023-09-17
144,user144@example.com,MOSCOW,paid,2023-05-17
145,user145@example.com,SPB,social,2023-01-02
146,user146@example.com,YEKATERINBURG,organic,2023-05-25
147,user147@example.com,MOSCOW,referral,2023-06-02
148,user148@example.com,MOSCOW,paid,2023-10-28
149,user149@example.com,NOVOSIBIRSK,paid,2023-10-24
150,user150@example.com,SPB,organic,2023-12-04
151,user151@example.com,KAZAN,organic,2023-09-08
152,user152@example.com,YEKATERINBURG,organic,2023-03-18
153,user153@example.com,SPB,organic,2023-08-17
154,user154@example.com,YEKATERINBURG,organic,2023-10-03
155,user155@example.com,MOSCOW,paid,2023-09-05
156,user156@example.com,NOVOSIBIRSK,organic,2023-06-26
157,user157@example.com,NOVOSIBIRSK,referral,2023-06-20
158,user158@example.com,KAZAN,paid,2023-10-10
159,user159@example.com,NOVOSIBIRSK,paid,2023-10-06
160,user160@example.com,MOSCOW,paid,2023-07-13
161,user161@example.com,KAZAN,paid,2023-08-22
162,user162@example.com,SPB,social,2023-06-14
163,user163@example.com,NOVOSIBIRSK,organic,2023-04-07
164,user164@example.com,KAZAN,organic,2023-12-24
165,user165@example.com,MOSCOW,referral,2023-05-03
166,user166@example.com,YEKATERINBURG,organic,2023-10-20
167,user167@example.com,YEKATERINBURG,organic,2023-07-16
168,user168@example.com,MOSCOW,organic,2023-04-30
169,user169@example.com,MOSCOW,organic,2023-07-30
170,user170@example.com,YEKATERINBURG,paid,2023-01-23
171,user171@example.com,KAZAN,organic,2023-06-12
172,user172@example.com,YEKATERINBURG,referral,2023-08-31
173,user173@example.com,MOSCOW,referral,2023-12-28
174,user174@example.com,NOVOSIBIRSK,paid,2023-07-15
175,user175@example.com,SPB,paid,2023-07-17
176,user176@example.com,NOVOSIBIRSK,referral,2023-12-06
177,user177@example.com,NOVOSIBIRSK,organic,2023-11-30
178,user178@example.com,MOSCOW,referral,2023-03-19
179,user179@example.com,YEKATERINBURG,referral,2023-09-11
180,user180@example.com,KAZAN,referral,2023-01-19
181,user181@example.com,NOVOSIBIRSK,paid,2023-03-06
182,user182@example.com,YEKATERINBURG,organic,2023-09-15
183,user183@example.com,KAZAN,paid,2023-10-30
184,user184@example.com,NOVOSIBIRSK,referral,2023-06-19
185,user185@example.com,KAZAN,organic,2023-02-21
186,user186@example.com,YEKATERINBURG,referral,2023-08-14
187,user187@example.com,SPB,organic,2023-02-21
188,user188@example.com,YEKATERINBURG,organic,2023-09-27
189,user189@example.com,MOSCOW,organic,2023-08-22
190,user190@example.com,KAZAN,organic,2023-01-08
191,user191@example.com,SPB,paid,2023-03-15
192,user192@example.com,KAZAN,organic,2023-07-29
193,user193@example.com,KAZAN,social,2023-12-02
194,user194@example.com,NOVOSIBIRSK,paid,2023-03-21
195,user195@example.com,MOSCOW,organic,2023-02-08
196,user196@example.com,KAZAN,paid,2023-08-29
197,user197@example.com,YEKATERINBURG,referral,2023-05-16
198,user198@example.com,YEKATERINBURG,referral,2023-06-23
199,user199@example.com,NOVOSIBIRSK,organic,2023-11-16
200,user200@example.com,MOSCOW,referral,2023-12-21
